AATS8dv,AATSC8dv,ABC,ATSC7s,ATSC8dv,ATSC8s,EState_VSA7,FNSA2,FPSA3,GeomDiameter,GeomShapeIndex,IC3,IC4,MIC3,MOMI-X,MOMI-Z,Mor02,Mor03,Mor03m,Mor04,Mor04m,Mor05,Mor05m,Mor06,Mor06m,Mor07,Mor07m,Mor08,Mor08m,Mor09,Mor09m,Mor09v,Mor10,Mor10m,Mor11,Mor11m,Mor11v,Mor12,Mor12m,Mor13,Mor13m,Mor13p,Mor14,Mor14m,Mor14v,Mor15,Mor15m,Mor16,Mor16m,Mor17,Mor17m,Mor17v,Mor18,Mor18m,Mor19,Mor19m,Mor20,Mor20m,Mor21,Mor21m,Mor22,Mor22m,Mor22v,Mor23,Mor23m,Mor24,Mor24m,Mor24v,Mor25,Mor25m,Mor25v,Mor26,Mor26m,Mor27,Mor27m,Mor27v,Mor28,Mor28m,Mor28v,Mor29,Mor29m,Mor29v,Mor30,Mor30m,Mor30v,Mor31,Mor31m,Mor32,Mor32m,PBF,PNSA1,PNSA2,PNSA4,PPSA1,RNCS,RPCS,SIC4,SIC5,ZMIC5
5.451428571428571,0.1755376634948923,34.57969482269567,-37.00205440459393,30.719091111606154,0.0623746936957002,6.076020106833881,-1.4231064018040562,0.0459139885118163,16.65091079070451,0.7189371201203952,4.972294973813828,5.625644787408116,45.20189080510428,14396.559893218897,2792.7418814574285,50.19894922716133,-14.626822182710391,-10.72150126194719,5.139780906194794,-0.8940046499269318,-6.981381095022082,-4.568995506898349,-4.610019974941136,1.440704251892326,9.387098264107117,7.538707208881701,-3.1239300322417907,-4.50268144173066,-0.8754513100072597,-3.9569387506063225,-1.593272126967327,1.6287350801583138,4.603445653564817,-0.8421679957554271,-1.008226131326631,-0.586151043465807,-3.976643821314976,-0.1957183867091996,1.691645797547848,-1.1566426967144186,-0.2382899801145284,1.733327457748923,0.7783363670835078,1.637481152552431,1.5174795462005617,1.4440711624443483,-1.875864137961005,-1.072859391715115,-3.1610987336970267,-1.4826025560931977,-1.4959005734277675,0.8611383303053909,1.2724591600810014,0.8570917570038015,-0.1139569049390768,1.1015091012526843,0.5709671391413123,-0.6018899833832216,-0.388052965360743,0.0866405588207588,-0.1562519728106077,0.3552381761832401,-0.3910820734248345,1.067466955673396,-1.0546806830832756,-0.4186865598233665,-0.6936390848247352,1.4905976570754154,0.0792016313533359,0.4377370609215115,0.5720920027195779,0.5403387220152626,0.6612106461926142,-0.0143557549609182,0.2134384089622895,-1.096298911257026,-0.132686081516099,-0.409035794499229,-1.353405432894056,-0.1840572154707282,-0.6958853611192052,1.3013738664696106,0.3093284048085618,0.7124877581802426,0.5759462313514778,-0.101188192117669,0.1257454502582572,-0.0758261845542424,1.1166166377993234,262.99105190641706,-1056.3367709305678,-15.766220461650269,479.2842759197115,118.79817649430257,44.43816926410726,0.9273923628187836,0.961838810492071,28.7374968092388
5.451428571428571,0.1755376634948923,34.57969482269567,-37.00205440459393,30.71909111160616,0.0623746936956987,6.076020106833881,-1.3273861735785415,0.0458474075262197,18.478452749351067,0.8468288582618904,4.871475757363626,5.465124078420602,43.990951196320914,13214.174927876911,2625.963728210527,45.08885524709543,-10.950864424621829,-9.28654300474596,5.467050204669011,-2.5524662587391447,-7.039894193541232,-5.512212366552324,-7.566539715005436,1.5762943315490268,11.308614017801078,7.39211044533074,-2.8337544058028548,-3.9492611951130288,-1.3543607955669628,-3.735383884175424,-1.5486057186974191,2.802964330658837,4.826942990219705,-1.5206895089894266,-0.9570119178455336,-0.7061657567635523,-4.223317634933992,0.0888069255731251,2.535221260683062,-1.3484220284524155,-0.0410927579690076,1.2532063368259398,0.4075009974459102,1.3612710166397732,1.2021410283578835,1.519420794421398,-1.3350077362601975,-1.2374637882373414,-3.05083568724413,-1.3437527260113786,-1.15045070486663,1.0051229049049977,1.1949527916560911,1.7047960364260863,0.7234253739494468,0.7712352989214235,-0.1324584994010034,-0.1107769983163441,-0.4523864324196016,-0.9746378633415688,-0.3687726464709999,-0.0034960314326752,-0.0566126320591206,1.2685567817513974,-0.1934541826829842,-0.2438108351548281,-0.4649003527550918,0.6909532131874612,0.0351748586557762,0.3418411761403708,0.7107161448057021,0.1556975789552998,0.1153268527604737,-0.3807651742072236,0.0081127653430603,-1.1472740109528636,0.2065207657310075,-0.2678133089947105,-0.6511016446180123,-0.0962372100234719,-0.3717958730462164,0.882643251492198,0.358897492063172,0.5939010683050714,0.7696009605514076,-0.2302044417224801,0.4555217395689274,-0.1519200861450049,1.1052249944420558,242.42348580627703,-973.7245443828222,-14.533202154967494,491.141895365148,110.48049594827832,43.98929886750011,0.9009303864205432,0.9470760472035196,29.70850318307946
5.776119402985074,0.1443910057323372,29.83214792698924,-40.28352490421457,19.348394768133183,-9.442462676707624,6.076020106833881,-1.2285635847228606,0.0461408408556382,14.510215850910006,0.9585031934591616,4.969881426087451,5.4526400467771055,45.20365053405763,8484.220717874212,1720.1002661343018,31.02076215355157,-6.012979901836415,-5.375155370301925,6.469765903471371,-0.6473361415459128,-6.733810359194707,-4.821321999944218,-5.800597121842953,1.7867705226494155,9.239305312313515,6.581346135351378,-1.935331803920814,-3.408720472870548,-1.0091159222727064,-3.3319047203681693,-1.3768011619679048,2.7154704509406,4.3394278848188925,-1.67760516703274,-0.5900104508946712,-0.5303697518459702,-2.95602116195233,-0.1243783432591204,1.9735792385299624,-0.5968300907204891,0.2043227762249218,0.8869316188005675,0.4134595690283779,1.1009241860564891,1.6283777653838944,1.3873945279443438,-1.1480335875196908,-0.907435571432805,-2.565446648626033,-1.0822208143047674,-0.9520418573410137,0.7453445270526692,1.0212211807439322,1.774132301360559,0.5898304945326696,0.5376948979314953,-0.148788349399872,-0.6660495561146019,-0.5986360568196313,-0.8052951119706215,-0.3011757354933752,0.0504702857333212,-0.1745377191797938,0.7466116628903849,-0.3807135660884279,-0.182276535503447,-0.4496630296265987,0.5895440845500414,-0.1122975767614791,0.1894061457762681,0.6287358091934957,-0.0554205045927806,0.2420361089470441,-0.0871487529832712,0.1556001873975103,-1.1105061234915714,0.0177817474008908,-0.3146906046333264,-0.3027840396488322,-0.0430674005334709,-0.2066738106569556,0.4194635182711972,0.0876672250552592,0.3267312753646602,0.6388369004200753,-0.0669019274999102,0.1722534431169225,-0.1458328187169494,1.071422916628065,214.8529763479804,-782.7649613825374,-13.495947610043748,422.2853623722849,90.20605116841072,36.64308677155479,0.9308053493707794,0.954351181048534,28.369535336978977
5.776119402985074,0.1443910057323371,29.83214792698923,-40.28352490421454,19.34839476813317,-9.44246267670762,6.076020106833881,-1.2917597073309408,0.044844054575184,13.400784288242235,0.8869700024282348,4.935398667466761,5.349191770915038,44.78947812026452,7232.129634061373,2038.4222837901248,26.711466938178464,-8.61917094218272,-5.7782686156933325,3.4985347003384346,-2.1740505455703247,-5.43880669912771,-3.144227872530269,-5.241210665837584,1.0108105485426997,9.172109247052417,6.337358184871751,-1.97359284025656,-3.196778672902518,-1.4826188586411255,-3.476030868895287,-1.775600103187479,1.5365819643945804,3.34859809818243,-1.7438043683750308,-0.744812164900283,-0.7730491520611967,-2.669208845923106,0.0933067569080543,1.3478835641376017,-0.6485409321383716,-0.0955742697964548,1.0492581624401385,0.357615130433599,1.0550489518713937,1.2305896212973593,1.272610372647525,-0.8641963917999378,-0.6842489829167108,-2.2754508979782484,-1.1651475301151295,-1.0296514937466414,0.0757132463659133,0.6423605407074335,1.4897501358314802,0.5234167796125713,0.5115063344879789,-0.356946423827167,-0.4711430275613875,-0.440101108100781,-0.8523168503862135,-0.587364146947244,-0.102542650506952,-0.4815558678178759,0.6996760811090116,-0.2988839449181099,-0.3657652112705638,-0.5269048275088803,0.5912411027593687,-0.2311970343863389,0.0559295109511358,0.5438305445089524,0.0806221643616285,0.5143809070112054,0.2222235835879601,0.310168120611994,-0.8000738167591841,0.0850900785360228,-0.2174065270334961,-0.5059932372696305,0.0248559423902421,-0.2807561455653963,0.3033005026341421,-0.07036614249319,0.2513158846339494,0.6866529427372493,-0.0335682438516255,0.3638187959867329,0.0043938876020004,1.0908606640799576,218.87179016602025,-797.4065395284531,-13.748388612559532,398.4307429622736,69.70467590286283,43.564558717292925,0.9131459756124636,0.9366918072902184,29.433805956324512
5.451428571428571,0.1755376634948923,34.57969482269566,-37.00205440459393,30.719091111606154,0.0623746936957022,6.076020106833881,-1.3646098157477904,0.0458732401173711,21.64701564765915,0.9864393707851208,4.882742735007858,5.50624180233349,44.126278864805776,19016.27218914718,1307.154388241801,57.69233949005299,-17.92840961312788,-12.21485094216864,12.749892886750386,1.221835700989489,-10.091271668312238,-7.006647609655119,-2.904802315485945,3.286352628523309,11.19815923579828,8.203050944090998,-3.993021139528317,-4.80771377026273,1.421806423843636,-3.276362813240781,-0.7499067075881506,1.5197039382633486,5.011924018795416,-2.802973267085234,-1.0841105038697414,-0.9604753951816184,-4.462790733113622,-0.2995731727555625,3.1537204877814835,-1.7237778301371327,0.1298792562308871,0.9200705214169914,0.9016226084266874,1.4380351233649518,2.524647422156576,0.97599280683032,-1.1436261736470623,-0.5668926812008374,-2.5125108585354594,-0.6235423291143106,-0.8635564958470284,1.062379225202761,1.57030489313618,1.1481129764893052,-0.0280881910516054,0.8567719856354192,0.6498956763374997,-1.4933791232705285,-1.3807835985374015,-1.2828586116222935,-0.4295988131487474,-0.1688891744111492,-0.3581664638032125,0.7645529075628982,-0.2761770664351947,-0.2897924717342799,-0.617967717600428,0.5076763526708212,-0.1560318515251919,0.1774629054100739,0.2028222003815069,0.3366958597126644,0.5661242597151505,-0.2773435817692681,0.1200798645741045,-1.5018292150218315,-0.0536214524498234,-0.6063575900866064,-0.5660787196169842,-0.1401240999306136,-0.4149901538327368,0.9812572432721516,0.3105806680355025,0.6853678858825213,0.1548618359754147,-0.4075388963148126,-0.039745498986981,-0.5400731116707082,0.8688861591359991,257.51611284329067,-1034.3459867990891,-15.43799980297148,500.4631826759048,118.43653820969284,45.111474859018,0.9077086784340482,0.9519969682997032,29.58712738634938
5.451428571428571,0.1755376634948923,34.57969482269567,-37.002054404593935,30.71909111160616,0.0623746936957017,6.076020106833881,-1.37369638304395,0.0457795995591547,15.507810017213908,0.8320083710178339,4.871475757363626,5.4352733321519455,43.990951196320914,11029.763164245116,3361.281952811952,36.112138833462986,-8.520933043362543,-6.8263321599467295,-0.1426977313201163,-3.64477708918567,-2.8811735140749297,-3.4228075149511805,-8.298550553847884,0.7145457776508352,9.637571095429598,7.173192846877746,-0.8463366442361961,-3.554634489241454,-2.777035384264548,-3.186971112445695,-1.7264077595867775,4.071691840221751,4.858679668290125,-2.037914037355536,-1.2001929893581402,-1.09567782000286,-2.8549324999176537,-0.0774817341465269,1.4965987564293226,-0.6374722964988984,-0.1433907146742557,1.7212391245748804,-0.0376443349885314,1.0651030357231497,1.818348888312453,2.1399477730970284,-1.7801143008458489,-1.5541120612820805,-2.4542011507600328,-1.3446074661258411,-1.0245736898372608,-0.5172144085113375,0.6479499655325984,1.705237238625419,0.9595100719081148,0.9910510266359426,-0.2819626164072682,-0.5970162789525437,-0.5990294112863224,-0.4746547276579713,0.1090190584981877,0.3659629064695895,-0.1039616955729337,0.674844511131634,-1.0507907587781444,-0.3615365806751267,-0.6595651342292654,0.5634965054566232,-0.3466164400747486,0.0981991259789447,1.1820856906291632,-0.0005994653191405,0.526618059219163,0.1713820496359914,0.2955320086001081,-1.2976273781494942,-0.1884066762437816,-0.5519895117376898,-0.6266889777380705,-0.004103990184094,-0.389117448450269,0.5157460822591067,0.2599261919187163,0.4305775810297184,0.5657130483805162,-0.0723092103529317,0.2099186324180484,-0.2665202095235315,1.131035722662447,245.04336955628116,-984.2476383080008,-14.690263258328374,471.4523935955615,118.07489992508307,47.58026204035727,0.8960094653243595,0.9323132839149676,31.28638854057053
5.776119402985074,0.1443910057323371,29.83214792698923,-40.28352490421454,19.34839476813318,-9.442462676707622,6.076020106833881,-1.2587803912391893,0.0459763296843899,18.07547064283528,0.9455806003424831,4.935398667466761,5.349191770915038,44.78947812026452,10797.390917783983,1340.6856109221408,43.56167742694287,-13.074302906862494,-8.380619315576697,7.446434296429877,0.4942982728449139,-8.42636197011033,-5.216976024705717,-4.066894637135169,0.3522141997633334,8.919808511116258,6.235996011056053,-2.2719647243549783,-3.2289861625240324,-0.652129413342275,-3.7459884997457977,-1.6293764577886938,0.6313425356679426,3.5902804955791647,-0.9678374211538164,-0.7372737450404714,-0.595156490545885,-2.533870410850373,0.4596335439169907,1.1306437343463305,-1.7246264475186992,-0.6161350907646883,1.1908049276555914,0.5193853821398013,1.2843792008077608,1.4028837626703066,1.3082688014346835,-1.6430038445580393,-0.9169550363061978,-2.160082227077783,-1.1390401132530408,-1.1208449208831193,-0.1230586700398549,0.7511637480352267,0.9005663592179253,0.1793745317256749,0.7639812488388853,0.2187287603936185,-0.3113953734560096,-0.1542634510028591,-0.3805188649643312,-0.4202183303855236,0.0302151301015446,-0.1744523660118161,1.076546878070857,-0.4755301090592818,-0.4324715265994672,-0.5793430419692072,1.0992132842311455,0.1277130913781844,0.3628039982139409,-0.0462909482629645,-0.0952431276010179,0.9176129299591224,0.0293296100557805,0.3474662665050282,-0.9559603159723866,-0.1506652439312653,-0.3948285564274902,-0.7129732797393089,0.1823651081176056,-0.2355750975428243,0.6234198098524056,-0.0280906005204569,0.3097857276601763,0.3132751107288351,-0.3230580599840018,-0.0714993647680693,-0.2404214239656704,1.0512008538638409,231.1029430114005,-841.9677927510827,-14.516686081915218,437.7728979303377,102.67088732986382,40.307395448710274,0.9131459756124636,0.9366918072902184,29.433805956324512
5.451428571428571,0.1755376634948923,34.57969482269566,-37.00205440459396,30.71909111160616,0.0623746936957028,6.076020106833881,-1.3190831417955835,0.0466585985536814,19.422093919039728,0.8692878732273888,4.972294973813827,5.536092548602146,45.20189080510428,15571.341984500852,1723.3390734505974,48.44584847952424,-13.89182491964619,-8.688501454560338,7.207649987356636,-0.4153245503729278,-8.373253197867651,-5.619980222790172,-6.722528675176801,0.3770589791877896,10.92149681245744,7.146511414327991,-2.481045369231315,-4.171392740552008,-0.814694600604144,-3.4364580043900386,-1.5294510935496115,2.5312956459273512,4.555228987986075,-1.6303663870897749,-1.0450264719889892,-0.9443588973014604,-2.899475036418764,0.3451592189007753,1.5906745997960805,-1.7599656300182636,-0.3560016314076775,1.1909866798166917,0.3533102153217801,1.3173118502422263,2.231659466596881,1.7784410710790202,-2.0179875922526347,-1.5521684099911743,-1.8828273497760024,-0.7679213505355067,-0.7811475811651221,-0.4646400101012449,0.7517476715465312,1.41792900261774,0.525184298872685,1.035051850855362,0.3001324843819792,-1.204288252577944,-0.7624118713381047,-0.6259321517839,-0.437944803611785,0.0940411867776183,-0.4678445396738379,0.8397831741725645,-0.8028604685119104,-0.4313438473229161,-0.6729216645792696,1.1731440855565802,0.0369159197846827,0.3701326504335648,0.6660750177476501,-0.0244755827087889,0.5223755772497548,0.3010408583654592,0.3987823178552969,-0.9315916019317124,-0.1578926383587791,-0.4107599915610179,-0.6327131190579712,0.2116011056827161,-0.2700735612531562,0.5496262691701308,0.0082572705627721,0.3398601490462545,0.5113719099008215,-0.2377656208214497,-0.0535680158718663,-0.2206482470327443,1.082005463678125,242.9923156498144,-976.0093212821708,-14.567303302718964,496.9226225045704,83.53844374485203,41.969382082767964,0.912629599530232,0.9323132839149676,31.28638854057053
5.451428571428571,0.1755376634948923,34.579694822695664,-37.00205440459393,30.71909111160616,0.0623746936956988,6.076020106833881,-1.369274339070048,0.0462420366840874,19.63518360749397,0.9215117240900748,4.9908787424382535,5.703930048569856,45.42510045005228,14204.775051556928,1914.3195437288327,49.15438928993472,-11.919887436216074,-9.607974457393988,1.9460606663888904,-3.189481817968318,-6.630515029854092,-4.057333532289476,-7.555834339311517,0.5056865614755417,9.29533165429189,8.556464685034802,-2.142263879332781,-4.547405838517547,-0.9317677093687878,-3.7479127044048863,-1.5743576897997726,3.0314342037138378,4.535261192387557,-1.1970563309274127,-0.9043598549630028,-0.6640826451642793,-3.666106405027562,-0.2806286420906773,2.069816738802761,-1.0907317692426204,-0.0394042472594203,1.348065075371912,0.2968305957192611,1.2391897240955647,1.7355631724725709,1.973703543850035,-1.914030146307083,-1.4372657932916388,-2.4158010398292378,-0.946151669846847,-0.9032513405271044,-0.1665310075882748,0.6418151830009285,1.1415446722853373,0.313120008374517,0.9829442476306034,0.2421816296176508,-0.8917178363231423,-0.905796848907181,-0.428141206465509,-0.2898258056614005,0.2064962139646619,-0.0334495644317715,1.0825779836358635,-0.6851783471868618,-0.3337751385907649,-0.5810938712694899,0.9507793296471714,-0.0932928739821206,0.2194105426250283,0.6882382838385964,0.1608367025571306,0.0108770709164755,0.0087542152153991,0.1177169169026579,-0.8879073670373056,0.0607722781086331,-0.2575778661494305,-0.7181009475561972,-0.0183783157318618,-0.4854429173509975,0.75164377732149,0.1097311763110699,0.4728999999717929,0.5965895569423121,-0.0114459957894639,0.4960408381105229,-0.1570303698370729,1.0425004734179504,251.50479526130505,-1010.2007706118384,-15.07762344196774,486.2588082674978,117.71326164047332,45.78478045392869,0.9402977551900148,0.9766015737806224,26.916859858287555
5.776119402985074,0.1443910057323371,29.83214792698923,-40.28352490421454,19.34839476813318,-9.44246267670762,6.076020106833881,-1.2909415158580075,0.0466064698747119,19.59295096227212,0.8969203780118895,4.969881426087452,5.3836745295357264,45.20365053405763,12463.842821142734,974.8371694943108,47.945287646581015,-12.21378177048781,-8.798448505356372,8.283696701270387,1.47408692616085,-8.700625242093983,-5.556501931894725,-3.315998512482876,1.5064023302096776,8.88189993010426,6.456523098314917,-3.16837213407699,-3.719855381034644,0.3402851067020148,-3.642350754838236,-1.488515417823042,2.1683497300609766,4.487160512374664,-1.1444639720962515,-0.8350529977602849,-0.6127411464203041,-3.363851642833467,0.0663849664668133,1.6068181955951162,-1.5720249018707564,-0.308139207061168,0.9561304186515004,0.3804222006759312,1.0882980712427408,1.9497526784197623,1.081900870078336,-1.124032955160842,-0.7040876361556436,-2.151748866565649,-0.8626335435826221,-0.916570256378567,0.140317893987436,1.0852811779106937,1.034545438811206,0.3283185308510325,1.3830970263437734,0.6760362531014452,-0.7308315803425144,-0.6575092926087508,-0.8685874281093705,-0.6425326420682308,-0.2170519268768896,-0.4798500790103459,0.6791693964051746,-0.2905547746312319,-0.3009071199137167,-0.4699888713171316,1.1365824174706165,0.1042163719012392,0.4087758200117258,0.2705169452870318,0.265831916195864,0.4800619855731616,-0.0789620943860828,0.198180634212344,-0.8845896321280335,-0.0302507342546956,-0.3438989286057646,-0.7771411298607953,0.0064805847094614,-0.3640022030175314,0.8150760204148811,0.1878813816661744,0.4887487646266819,0.478580662080484,-0.0238310713602659,-0.296734529613622,-0.2531713802248301,0.82491995708652,240.7100424906116,-876.9689408881378,-15.120154153243751,438.615031585476,106.27912937660024,40.307395448710274,0.9190324335319022,0.9366918072902184,29.433805956324512
